n_voxels,n_seed,z_min,z_max,z_extent,y_extent,x_extent,fill,centroid_z,centroid_y,centroid_x,snr_cluster,r_peak,r_peak_ratio,peak_offset,snr_peak,linearity,planarity,sphericity,axis_z,normal_z,edge_contrast,decay_drop,seed_grown_ratio
126,3,201,205,5,11,15,0.1527,203.193,235.941,934.280,36.6012,14.0000,1.4836,2.6897,4.8381,0.7467,0.2171,0.0361,0.0031,0.9847,2.7643,1.0348,0.0454
32,3,201,204,4,5,7,0.2286,202.545,275.391,1001.215,19.0645,15.0000,1.5385,1.3876,5.1863,0.8196,0.0565,0.1239,0.0099,0.9851,2.4214,1.0378,0.1795
136,9,202,206,5,6,22,0.2061,203.814,196.304,783.650,41.6456,18.0000,1.7411,1.8647,6.2204,0.9718,0.0068,0.0214,0.0056,0.9880,3.1091,1.3802,0.1799
171,7,202,206,5,8,25,0.1710,203.495,207.654,850.070,44.7024,17.0000,1.7181,2.4042,5.8748,0.9666,0.0192,0.0142,0.0178,0.9967,2.7650,1.0366,0.1442
35,3,202,204,3,6,6,0.3241,203.059,219.147,890.616,19.9182,13.0000,1.3343,1.3029,4.4925,0.4340,0.3765,0.1895,0.1770,0.9662,2.7635,1.0373,0.1144
38,4,202,206,5,5,6,0.2533,203.992,223.864,914.503,21.0672,16.0000,1.6170,0.5156,5.5263,0.7224,0.1262,0.1513,0.2010,0.0906,2.0746,0.6923,0.1543
90,3,202,205,4,13,10,0.1731,202.981,261.318,984.567,31.0359,14.0000,1.4789,5.6008,4.8381,0.7415,0.1851,0.0734,0.0266,0.9922,2.4194,1.0373,0.0634
72,3,202,206,5,10,9,0.1600,203.816,279.850,1043.421,27.7226,15.0000,1.5859,2.1984,5.1809,0.2946,0.5701,0.1352,0.0054,0.9924,2.7626,1.0356,0.1013
10,4,202,204,3,2,3,0.5556,202.574,280.250,1006.241,11.8050,16.0000,1.4815,0.6708,5.5321,0.2408,0.3819,0.3773,0.4472,0.3298,2.9387,1.0374,0.5278
210,9,203,207,5,5,27,0.3111,204.174,192.650,726.262,49.9039,15.0000,1.5043,6.8488,5.1837,0.9806,0.0050,0.0144,0.0014,0.9013,3.4546,1.3798,0.1562
36,5,203,208,6,4,6,0.2500,205.310,199.716,907.774,19.8452,15.0000,1.5652,0.8808,5.1780,0.4162,0.2514,0.3324,0.4326,0.3699,2.0700,1.0301,0.1971
367,5,203,208,6,6,57,0.1788,204.990,212.869,711.603,65.2116,16.0000,1.6225,19.6289,5.5263,0.9957,0.0012,0.0032,0.0043,0.8771,2.7642,1.2070,0.1285
176,5,203,207,5,6,31,0.1892,204.723,213.747,756.722,45.5685,16.0000,1.6082,5.4722,5.5263,0.9868,0.0043,0.0089,0.0003,0.8335,2.7639,1.0368,0.1428
59,6,203,206,4,5,9,0.3278,204.417,215.309,776.869,26.0742,18.0000,1.8310,2.2789,6.2171,0.7725,0.0772,0.1503,0.0381,0.9167,2.7633,1.0350,0.1948
171,4,203,207,5,12,16,0.1781,204.371,218.849,945.710,43.8096,17.0000,1.7523,5.3355,5.8717,0.7140,0.2399,0.0461,0.0111,0.9979,2.7626,1.0356,0.1236
35,4,203,206,4,5,6,0.2917,204.296,216.927,790.657,19.9049,14.0000,1.4370,0.7243,4.8355,0.6725,0.0196,0.3079,0.0798,0.9941,2.7631,1.0350,0.1584
